oewn-Agenise-v	Agenise	oewn-agenise__2.30.00..	2:30:00	oewn-00518445-v
oewn-Latinise-v	Latinise	oewn-latinise__2.30.01..	2:30:01	oewn-00387237-v
oewn-Latinize-v	Latinize	oewn-latinize__2.32.01..	2:32:01	oewn-00997570-v
oewn-Latinize-v	Latinize	oewn-latinize__2.32.00..	2:32:00	oewn-00963275-v
oewn-Latinize-v	Latinize	oewn-latinize__2.30.02..	2:30:02	oewn-00387237-v
oewn-O.K.-v	O.K.	oewn-o.k.__2.32.00..	2:32:00	oewn-00808164-v
oewn-Rollerblade-v	Rollerblade	oewn-rollerblade__2.38.00..	2:38:00	oewn-01941851-v
oewn-Romanise-v	Romanise	oewn-romanise__2.32.00..	2:32:00	oewn-00997570-v
oewn-Romanize-v	Romanize	oewn-romanize__2.32.00..	2:32:00	oewn-00997570-v
oewn-Simonise-v	Simonise	oewn-simonise__2.35.00..	2:35:00	oewn-01248054-v
oewn-Simonize-v	Simonize	oewn-simonize__2.35.00..	2:35:00	oewn-01248054-v
oewn-aah-v	aah	oewn-aah__2.32.00..	2:32:00	oewn-00867440-v
oewn-abacinate-v	abacinate	oewn-abacinate__2.39.00..	2:39:00	oewn-02172822-v
oewn-abandon-v	abandon	oewn-abandon__2.40.00..	2:40:00	oewn-02232813-v
oewn-abandon-v	abandon	oewn-abandon__2.40.01..	2:40:01	oewn-02232523-v
oewn-abandon-v	abandon	oewn-abandon__2.38.00..	2:38:00	oewn-02080923-v
oewn-abandon-v	abandon	oewn-abandon__2.31.01..	2:31:01	oewn-00614907-v
oewn-abandon-v	abandon	oewn-abandon__2.31.00..	2:31:00	oewn-00615748-v
oewn-abase-v	abase	oewn-abase__2.37.00..	2:37:00	oewn-01803805-v
oewn-abash-v	abash	oewn-abash__2.37.00..	2:37:00	oewn-01796126-v
oewn-abate-v	abate	oewn-abate__2.30.01..	2:30:01	oewn-00246175-v
oewn-abate-v	abate	oewn-abate__2.30.00..	2:30:00	oewn-00245945-v
oewn-abbreviate-v	abbreviate	oewn-abbreviate__2.30.01..	2:30:01	oewn-00244786-v
oewn-abbreviate-v	abbreviate	oewn-abbreviate__2.30.00..	2:30:00	oewn-00244635-v
oewn-abdicate-v	abdicate	oewn-abdicate__2.41.00..	2:41:00	oewn-02384340-v
oewn-abduce-v	abduce	oewn-abduce__2.32.00..	2:32:00	oewn-01017875-v
oewn-abduct-v	abduct	oewn-abduct__2.35.02..	2:35:02	oewn-01473673-v
oewn-abduct-v	abduct	oewn-abduct__2.35.00..	2:35:00	oewn-01452020-v
oewn-aberrate-v	aberrate	oewn-aberrate__2.42.01..	2:42:01	oewn-02668154-v
oewn-aberrate-v	aberrate	oewn-aberrate__2.42.00..	2:42:00	oewn-02667847-v
oewn-abet-v	abet	oewn-abet__2.41.00..	2:41:00	oewn-02554908-v
oewn-abhor-v	abhor	oewn-abhor__2.37.00..	2:37:00	oewn-01778347-v
oewn-abide-v	abide	oewn-abide__2.42.01..	2:42:01	oewn-02643286-v
oewn-abide-v	abide	oewn-abide__2.31.00..	2:31:00	oewn-00670017-v
oewn-abide_by-v	abide by	oewn-abide_by__2.41.00..	2:41:00	oewn-02547977-v
oewn-abide_by-v	abide by	oewn-abide_by__2.41.01..	2:41:01	oewn-02462665-v
oewn-abjure-v	abjure	oewn-abjure__2.32.00..	2:32:00	oewn-00800379-v
oewn-ablactate-v	ablactate	oewn-ablactate__2.34.00..	2:34:00	oewn-01189491-v
oewn-ablate-v	ablate	oewn-ablate__2.30.00..	2:30:00	oewn-00276265-v
oewn-ablate-v	ablate	oewn-ablate__2.30.10..	2:30:10	oewn-00177588-v
oewn-abnegate-v	abnegate	oewn-abnegate__2.40.00..	2:40:00	oewn-02217856-v
oewn-abnegate-v	abnegate	oewn-abnegate__2.33.00..	2:33:00	oewn-01118693-v
oewn-abnegate-v	abnegate	oewn-abnegate__2.32.00..	2:32:00	oewn-00760087-v
oewn-abolish-v	abolish	oewn-abolish__2.41.00..	2:41:00	oewn-02432181-v
oewn-abominate-v	abominate	oewn-abominate__2.37.00..	2:37:00	oewn-01778347-v
oewn-abort-v	abort	oewn-abort__2.30.00..	2:30:00	oewn-00354493-v
oewn-abort-v	abort	oewn-abort__2.29.01..	2:29:01	oewn-00059834-v
oewn-abort-v	abort	oewn-abort__2.29.00..	2:29:00	oewn-00059670-v
oewn-abound-v	abound	oewn-abound__2.42.00..	2:42:00	oewn-02721154-v
oewn-abound-v	abound	oewn-abound__2.42.01..	2:42:01	oewn-02721470-v
oewn-abound_in-v	abound in	oewn-abound_in__2.42.00..	2:42:00	oewn-02721798-v
oewn-about-face-v	about-face	oewn-about--face__2.38.00..	2:38:00	oewn-01913035-v
oewn-about-face-v	about-face	oewn-about--face__2.31.00..	2:31:00	oewn-00690810-v
oewn-abrade-v	abrade	oewn-abrade__2.35.00..	2:35:00	oewn-01256577-v
oewn-abrade-v	abrade	oewn-abrade__2.35.01..	2:35:01	oewn-01254215-v
oewn-abrase-v	abrase	oewn-abrase__2.35.00..	2:35:00	oewn-01256577-v
oewn-abreact-v	abreact	oewn-abreact__2.37.00..	2:37:00	oewn-01819438-v
oewn-abridge-v	abridge	oewn-abridge__2.30.00..	2:30:00	oewn-00244786-v
oewn-abridge-v	abridge	oewn-abridge__2.30.01..	2:30:01	oewn-00237729-v
oewn-abrogate-v	abrogate	oewn-abrogate__2.41.00..	2:41:00	oewn-02484173-v
oewn-abscise-v	abscise	oewn-abscise__2.35.01..	2:35:01	oewn-01257919-v
oewn-abscise-v	abscise	oewn-abscise__2.35.00..	2:35:00	oewn-01257786-v
oewn-abscond-v	abscond	oewn-abscond__2.38.00..	2:38:00	oewn-02077642-v
oewn-abseil-v	abseil	oewn-abseil__2.38.00..	2:38:00	oewn-01927051-v
oewn-absent-v	absent	oewn-absent__2.30.00..	2:30:00	oewn-00422488-v
oewn-absolve-v	absolve	oewn-absolve__2.32.02..	2:32:02	oewn-00905665-v
oewn-absolve-v	absolve	oewn-absolve__2.32.00..	2:32:00	oewn-00904187-v
oewn-absorb-v	absorb	oewn-absorb__2.35.01..	2:35:01	oewn-01542421-v
oewn-absorb-v	absorb	oewn-absorb__2.31.00..	2:31:00	oewn-00603650-v
oewn-absorb-v	absorb	oewn-absorb__2.40.00..	2:40:00	oewn-02221342-v
oewn-absorb-v	absorb	oewn-absorb__2.35.00..	2:35:00	oewn-01541851-v
oewn-absorb-v	absorb	oewn-absorb__2.30.00..	2:30:00	oewn-00396604-v
oewn-absorb-v	absorb	oewn-absorb__2.43.00..	2:43:00	oewn-02771422-v
oewn-absorb-v	absorb	oewn-absorb__2.31.06..	2:31:06	oewn-00602438-v
oewn-absorb-v	absorb	oewn-absorb__2.35.10..	2:35:10	oewn-01473153-v
oewn-absorb-v	absorb	oewn-absorb__2.31.03..	2:31:03	oewn-00601765-v
oewn-absquatulate-v	absquatulate	oewn-absquatulate__2.38.00..	2:38:00	oewn-02077642-v
oewn-abstain-v	abstain	oewn-abstain__2.41.00..	2:41:00	oewn-02468849-v
oewn-abstain-v	abstain	oewn-abstain__2.34.00..	2:34:00	oewn-01198570-v
oewn-abstract-v	abstract	oewn-abstract__2.31.00..	2:31:00	oewn-00694095-v
oewn-abstract-v	abstract	oewn-abstract__2.40.00..	2:40:00	oewn-02281711-v
oewn-abstract-v	abstract	oewn-abstract__2.31.01..	2:31:01	oewn-00736610-v
oewn-abstract-v	abstract	oewn-abstract__2.32.00..	2:32:00	oewn-01010315-v
oewn-abuse-v	abuse	oewn-abuse__2.41.00..	2:41:00	oewn-02522260-v
oewn-abuse-v	abuse	oewn-abuse__2.30.00..	2:30:00	oewn-00203575-v
oewn-abuse-v	abuse	oewn-abuse__2.32.00..	2:32:00	oewn-00846978-v
oewn-abuse-v	abuse	oewn-abuse__2.30.02..	2:30:02	oewn-00203918-v
oewn-abut-v	abut	oewn-abut__2.35.00..	2:35:00	oewn-01469607-v
oewn-aby-v	aby	oewn-aby__2.41.00..	2:41:00	oewn-02526175-v
oewn-abye-v	abye	oewn-abye__2.41.00..	2:41:00	oewn-02526175-v
oewn-accede-v	accede	oewn-accede__2.32.00..	2:32:00	oewn-00879879-v
oewn-accede-v	accede	oewn-accede__2.41.00..	2:41:00	oewn-02386539-v
oewn-accede-v	accede	oewn-accede__2.32.01..	2:32:01	oewn-00805801-v
oewn-accelerate-v	accelerate	oewn-accelerate__2.30.00..	2:30:00	oewn-00439133-v
oewn-accelerate-v	accelerate	oewn-accelerate__2.30.01..	2:30:01	oewn-00440298-v
oewn-accent-v	accent	oewn-accent__2.32.01..	2:32:01	oewn-01015376-v
oewn-accent-v	accent	oewn-accent__2.32.00..	2:32:00	oewn-00985365-v
oewn-accentuate-v	accentuate	oewn-accentuate__2.32.00..	2:32:00	oewn-01015376-v
oewn-accentuate-v	accentuate	oewn-accentuate__2.32.01..	2:32:01	oewn-00985365-v
oewn-accept-v	accept	oewn-accept__2.31.00..	2:31:00	oewn-00688348-v
oewn-accept-v	accept	oewn-accept__2.40.00..	2:40:00	oewn-02240906-v
oewn-accept-v	accept	oewn-accept__2.32.00..	2:32:00	oewn-00799359-v
oewn-accept-v	accept	oewn-accept__2.31.01..	2:31:01	oewn-00721155-v
oewn-accept-v	accept	oewn-accept__2.40.03..	2:40:03	oewn-02241406-v
oewn-accept-v	accept	oewn-accept__2.40.01..	2:40:01	oewn-02306786-v
oewn-accept-v	accept	oewn-accept__2.31.03..	2:31:03	oewn-00670723-v
oewn-accept-v	accept	oewn-accept__2.42.00..	2:42:00	oewn-02747421-v
oewn-accept-v	accept	oewn-accept__2.40.07..	2:40:07	oewn-02215404-v
oewn-accept-v	accept	oewn-accept__2.40.12..	2:40:12	oewn-02214718-v
oewn-accept-v	accept	oewn-accept__2.31.08..	2:31:08	oewn-00720413-v
oewn-access-v	access	oewn-access__2.40.00..	2:40:00	oewn-02253616-v
oewn-access-v	access	oewn-access__2.38.00..	2:38:00	oewn-02011431-v
oewn-accession-v	accession	oewn-accession__2.32.00..	2:32:00	oewn-01001613-v
oewn-acclaim-v	acclaim	oewn-acclaim__2.32.00..	2:32:00	oewn-00863389-v
oewn-acclaim-v	acclaim	oewn-acclaim__2.32.01..	2:32:01	oewn-00863593-v
oewn-acclimate-v	acclimate	oewn-acclimate__2.30.00..	2:30:00	oewn-00394379-v
oewn-acclimatise-v	acclimatise	oewn-acclimatise__2.30.00..	2:30:00	oewn-00394379-v
oewn-acclimatize-v	acclimatize	oewn-acclimatize__2.30.00..	2:30:00	oewn-00394379-v
oewn-accommodate-v	accommodate	oewn-accommodate__2.42.00..	2:42:00	oewn-02708690-v
oewn-accommodate-v	accommodate	oewn-accommodate__2.30.00..	2:30:00	oewn-00300361-v
oewn-accommodate-v	accommodate	oewn-accommodate__2.34.00..	2:34:00	oewn-01186986-v
oewn-accommodate-v	accommodate	oewn-accommodate__2.42.03..	2:42:03	oewn-02738673-v
oewn-accommodate-v	accommodate	oewn-accommodate__2.42.01..	2:42:01	oewn-02657519-v
oewn-accommodate-v	accommodate	oewn-accommodate__2.32.00..	2:32:00	oewn-00887446-v
oewn-accommodate-v	accommodate	oewn-accommodate__2.30.01..	2:30:01	oewn-00483824-v
oewn-accompany-v	accompany	oewn-accompany__2.42.00..	2:42:00	oewn-02722040-v
oewn-accompany-v	accompany	oewn-accompany__2.38.00..	2:38:00	oewn-02029396-v
oewn-accompany-v	accompany	oewn-accompany__2.36.00..	2:36:00	oewn-01732234-v
oewn-accompany-v	accompany	oewn-accompany__2.42.01..	2:42:01	oewn-02722642-v
oewn-accomplish-v	accomplish	oewn-accomplish__2.36.00..	2:36:00	oewn-01644397-v
oewn-accomplish-v	accomplish	oewn-accomplish__2.41.00..	2:41:00	oewn-02531751-v
oewn-accord-v	accord	oewn-accord__2.42.00..	2:42:00	oewn-02705946-v
oewn-accord-v	accord	oewn-accord__2.40.00..	2:40:00	oewn-02260076-v
oewn-accost-v	accost	oewn-accost__2.32.01..	2:32:01	oewn-00992687-v
oewn-accost-v	accost	oewn-accost__2.32.00..	2:32:00	oewn-00783699-v
oewn-account-v	account	oewn-account__2.42.01..	2:42:01	oewn-02613467-v
oewn-account-v	account	oewn-account__2.40.00..	2:40:00	oewn-02270039-v
oewn-account-v	account	oewn-account__2.32.02..	2:32:02	oewn-00967067-v
oewn-account-v	account	oewn-account__2.32.00..	2:32:00	oewn-00869308-v
oewn-account_for-v	account for	oewn-account_for__2.42.00..	2:42:00	oewn-02641114-v
oewn-account_for-v	account for	oewn-account_for__2.32.00..	2:32:00	oewn-00941652-v
oewn-accouter-v	accouter	oewn-accouter__2.40.00..	2:40:00	oewn-02347012-v
oewn-accoutre-v	accoutre	oewn-accoutre__2.40.00..	2:40:00	oewn-02347012-v
oewn-accredit-v	accredit	oewn-accredit__2.41.00..	2:41:00	oewn-02480958-v
oewn-accredit-v	accredit	oewn-accredit__2.41.01..	2:41:01	oewn-02481195-v
oewn-accredit-v	accredit	oewn-accredit__2.31.00..	2:31:00	oewn-00729753-v
oewn-accrete-v	accrete	oewn-accrete__2.30.00..	2:30:00	oewn-00397231-v
oewn-accrete-v	accrete	oewn-accrete__2.30.01..	2:30:01	oewn-00159176-v
oewn-accrue-v	accrue	oewn-accrue__2.30.00..	2:30:00	oewn-00155677-v
oewn-accrue-v	accrue	oewn-accrue__2.40.10..	2:40:10	oewn-02234838-v
oewn-acculturate-v	acculturate	oewn-acculturate__2.30.00..	2:30:00	oewn-00159688-v
oewn-accumulate-v	accumulate	oewn-accumulate__2.40.00..	2:40:00	oewn-02309962-v
oewn-accumulate-v	accumulate	oewn-accumulate__2.30.00..	2:30:00	oewn-00158612-v
oewn-accurse-v	accurse	oewn-accurse__2.32.00..	2:32:00	oewn-00866574-v
oewn-accuse-v	accuse	oewn-accuse__2.32.00..	2:32:00	oewn-00844668-v
oewn-accuse-v	accuse	oewn-accuse__2.32.01..	2:32:01	oewn-00845147-v
oewn-accustom-v	accustom	oewn-accustom__2.30.00..	2:30:00	oewn-00274244-v
oewn-ace-v	ace	oewn-ace__2.41.00..	2:41:00	oewn-02528247-v
oewn-ace-v	ace	oewn-ace__2.33.00..	2:33:00	oewn-01115792-v
oewn-ace-v	ace	oewn-ace__2.33.02..	2:33:02	oewn-01087541-v
oewn-ace-v	ace	oewn-ace__2.33.01..	2:33:01	oewn-01080152-v
oewn-acerbate-v	acerbate	oewn-acerbate__2.37.00..	2:37:00	oewn-01777456-v
oewn-acerbate-v	acerbate	oewn-acerbate__2.30.00..	2:30:00	oewn-00271239-v
oewn-acetify-v	acetify	oewn-acetify__2.39.00..	2:39:00	oewn-02201136-v
oewn-acetify-v	acetify	oewn-acetify__2.30.00..	2:30:00	oewn-00265761-v
oewn-acetylate-v	acetylate	oewn-acetylate__2.30.00..	2:30:00	oewn-00525379-v
oewn-acetylate-v	acetylate	oewn-acetylate__2.30.01..	2:30:01	oewn-00525163-v
oewn-acetylise-v	acetylise	oewn-acetylise__2.30.00..	2:30:00	oewn-00525379-v
oewn-acetylise-v	acetylise	oewn-acetylise__2.30.01..	2:30:01	oewn-00525163-v
oewn-acetylize-v	acetylize	oewn-acetylize__2.30.00..	2:30:00	oewn-00525379-v
oewn-acetylize-v	acetylize	oewn-acetylize__2.30.01..	2:30:01	oewn-00525163-v
oewn-ache-v	ache	oewn-ache__2.37.06..	2:37:06	oewn-01809651-v
oewn-ache-v	ache	oewn-ache__2.39.00..	2:39:00	oewn-02126629-v
oewn-ache-v	ache	oewn-ache__2.29.07..	2:29:07	oewn-00064841-v
oewn-achieve-v	achieve	oewn-achieve__2.41.00..	2:41:00	oewn-02531751-v
oewn-achromatise-v	achromatise	oewn-achromatise__2.30.00..	2:30:00	oewn-00525610-v
oewn-achromatize-v	achromatize	oewn-achromatize__2.30.00..	2:30:00	oewn-00525610-v
oewn-acid-wash-v	acid-wash	oewn-acid--wash__2.35.00..	2:35:00	oewn-01540059-v
oewn-acidify-v	acidify	oewn-acidify__2.39.00..	2:39:00	oewn-02201136-v
oewn-acidify-v	acidify	oewn-acidify__2.30.00..	2:30:00	oewn-00265761-v
oewn-acidulate-v	acidulate	oewn-acidulate__2.39.00..	2:39:00	oewn-02201136-v
oewn-acknowledge-v	acknowledge	oewn-acknowledge__2.32.00..	2:32:00	oewn-00818972-v
oewn-acknowledge-v	acknowledge	oewn-acknowledge__2.32.04..	2:32:04	oewn-00894219-v
oewn-acknowledge-v	acknowledge	oewn-acknowledge__2.32.07..	2:32:07	oewn-01060995-v
oewn-acknowledge-v	acknowledge	oewn-acknowledge__2.32.01..	2:32:01	oewn-00893988-v
oewn-acknowledge-v	acknowledge	oewn-acknowledge__2.31.02..	2:31:02	oewn-00742454-v
oewn-acknowledge-v	acknowledge	oewn-acknowledge__2.31.09..	2:31:09	oewn-00594278-v
oewn-acquaint-v	acquaint	oewn-acquaint__2.32.00..	2:32:00	oewn-00902866-v
oewn-acquaint-v	acquaint	oewn-acquaint__2.32.01..	2:32:01	oewn-00875857-v
oewn-acquaint-v	acquaint	oewn-acquaint__2.32.02..	2:32:02	oewn-00834439-v
oewn-acquiesce-v	acquiesce	oewn-acquiesce__2.32.00..	2:32:00	oewn-00805801-v
oewn-acquire-v	acquire	oewn-acquire__2.40.00..	2:40:00	oewn-02215637-v
oewn-acquire-v	acquire	oewn-acquire__2.30.00..	2:30:00	oewn-00525762-v
oewn-acquire-v	acquire	oewn-acquire__2.29.00..	2:29:00	oewn-00094214-v
oewn-acquire-v	acquire	oewn-acquire__2.42.00..	2:42:00	oewn-02701220-v
oewn-acquire-v	acquire	oewn-acquire__2.40.06..	2:40:06	oewn-02293158-v
oewn-acquire-v	acquire	oewn-acquire__2.31.00..	2:31:00	oewn-00599310-v
oewn-acquire-v	acquire	oewn-acquire__2.30.05..	2:30:05	oewn-00546637-v
oewn-acquit-v	acquit	oewn-acquit__2.32.00..	2:32:00	oewn-00905999-v
oewn-acquit-v	acquit	oewn-acquit__2.29.01..	2:29:01	oewn-00010428-v
oewn-act-v	act	oewn-act__2.41.00..	2:41:00	oewn-02372362-v
oewn-act-v	act	oewn-act__2.29.00..	2:29:00	oewn-00010428-v
oewn-act-v	act	oewn-act__2.36.00..	2:36:00	oewn-01723161-v
oewn-act-v	act	oewn-act__2.33.00..	2:33:00	oewn-01098310-v
oewn-act-v	act	oewn-act__2.29.01..	2:29:01	oewn-00013608-v
oewn-act-v	act	oewn-act__2.42.00..	2:42:00	oewn-02750852-v
oewn-act-v	act	oewn-act__2.41.06..	2:41:06	oewn-02531113-v
oewn-act-v	act	oewn-act__2.36.04..	2:36:04	oewn-01725433-v
oewn-act-v	act	oewn-act__2.36.03..	2:36:03	oewn-01723780-v
oewn-act_as-v	act as	oewn-act_as__2.42.00..	2:42:00	oewn-02677402-v
oewn-act_as-v	act as	oewn-act_as__2.29.00..	2:29:00	oewn-00013608-v
oewn-act_involuntarily-v	act involuntarily	oewn-act_involuntarily__2.29.00..	2:29:00	oewn-00010234-v
oewn-act_on-v	act on	oewn-act_on__2.41.00..	2:41:00	oewn-02381520-v
oewn-act_on-v	act on	oewn-act_on__2.41.01..	2:41:01	oewn-02381722-v
oewn-act_out-v	act out	oewn-act_out__2.36.01..	2:36:01	oewn-01726522-v
oewn-act_out-v	act out	oewn-act_out__2.36.00..	2:36:00	oewn-01726324-v
oewn-act_reflexively-v	act reflexively	oewn-act_reflexively__2.29.00..	2:29:00	oewn-00010234-v
oewn-act_superior-v	act superior	oewn-act_superior__2.41.00..	2:41:00	oewn-02599707-v
oewn-act_up-v	act up	oewn-act_up__2.41.00..	2:41:00	oewn-02523321-v
oewn-act_up-v	act up	oewn-act_up__2.39.00..	2:39:00	oewn-02126987-v
oewn-act_upon-v	act upon	oewn-act_upon__2.41.00..	2:41:00	oewn-02542223-v
oewn-action-v	action	oewn-action__2.41.00..	2:41:00	oewn-02588127-v
oewn-action-v	action	oewn-action__2.36.00..	2:36:00	oewn-01644397-v
oewn-activate-v	activate	oewn-activate__2.36.00..	2:36:00	oewn-01647199-v
oewn-activate-v	activate	oewn-activate__2.30.00..	2:30:00	oewn-00191014-v
oewn-activate-v	activate	oewn-activate__2.30.03..	2:30:03	oewn-00191717-v
oewn-activate-v	activate	oewn-activate__2.30.02..	2:30:02	oewn-00191331-v
oewn-activate-v	activate	oewn-activate__2.30.01..	2:30:01	oewn-00191218-v
oewn-actualise-v	actualise	oewn-actualise__2.36.00..	2:36:00	oewn-01648288-v
oewn-actualise-v	actualise	oewn-actualise__2.32.00..	2:32:00	oewn-00989902-v
oewn-actualize-v	actualize	oewn-actualize__2.36.00..	2:36:00	oewn-01648288-v
oewn-actualize-v	actualize	oewn-actualize__2.32.00..	2:32:00	oewn-00989902-v
oewn-actuate-v	actuate	oewn-actuate__2.36.00..	2:36:00	oewn-01647199-v
oewn-actuate-v	actuate	oewn-actuate__2.36.02..	2:36:02	oewn-01653541-v
oewn-acuminate-v	acuminate	oewn-acuminate__2.30.00..	2:30:00	oewn-00393929-v
oewn-ad-lib-v	ad-lib	oewn-ad--lib__2.36.00..	2:36:00	oewn-01732719-v
oewn-adapt-v	adapt	oewn-adapt__2.30.01..	2:30:01	oewn-00300361-v
oewn-adapt-v	adapt	oewn-adapt__2.30.02..	2:30:02	oewn-00150107-v
oewn-add-v	add	oewn-add__2.30.00..	2:30:00	oewn-00182551-v
oewn-add-v	add	oewn-add__2.32.01..	2:32:01	oewn-01029183-v
oewn-add-v	add	oewn-add__2.40.00..	2:40:00	oewn-02329474-v
oewn-add-v	add	oewn-add__2.31.00..	2:31:00	oewn-00642490-v
oewn-add-v	add	oewn-add__2.32.00..	2:32:00	oewn-00951320-v
oewn-add-v	add	oewn-add__2.42.00..	2:42:00	oewn-02751047-v
oewn-add_on-v	add on	oewn-add_on__2.30.00..	2:30:00	oewn-00183902-v
oewn-add_on-v	add on	oewn-add_on__2.35.00..	2:35:00	oewn-01331387-v
oewn-add_to-v	add to	oewn-add_to__2.30.00..	2:30:00	oewn-00157155-v
oewn-add_together-v	add together	oewn-add_together__2.32.00..	2:32:00	oewn-00951320-v
oewn-add_together-v	add together	oewn-add_together__2.31.00..	2:31:00	oewn-00642490-v
oewn-add_up-v	add up	oewn-add_up__2.42.01..	2:42:01	oewn-02633444-v
oewn-add_up-v	add up	oewn-add_up__2.32.00..	2:32:00	oewn-00951320-v
oewn-add_up-v	add up	oewn-add_up__2.42.03..	2:42:03	oewn-02651091-v
oewn-add_up-v	add up	oewn-add_up__2.42.00..	2:42:00	oewn-02625692-v
oewn-addict-v	addict	oewn-addict__2.34.00..	2:34:00	oewn-01167606-v
oewn-addle-v	addle	oewn-addle__2.31.00..	2:31:00	oewn-00622204-v
oewn-addle-v	addle	oewn-addle__2.30.00..	2:30:00	oewn-00211073-v
oewn-address-v	address	oewn-address__2.32.00..	2:32:00	oewn-00899077-v
oewn-address-v	address	oewn-address__2.32.02..	2:32:02	oewn-00991233-v
oewn-address-v	address	oewn-address__2.32.03..	2:32:03	oewn-00992844-v
oewn-address-v	address	oewn-address__2.33.00..	2:33:00	oewn-01153447-v
oewn-address-v	address	oewn-address__2.34.00..	2:34:00	oewn-01163215-v
oewn-address-v	address	oewn-address__2.41.08..	2:41:08	oewn-02607453-v
oewn-address-v	address	oewn-address__2.40.00..	2:40:00	oewn-02253826-v
oewn-address-v	address	oewn-address__2.32.04..	2:32:04	oewn-01035399-v
oewn-address-v	address	oewn-address__2.32.01..	2:32:01	oewn-00992687-v
oewn-address-v	address	oewn-address__2.30.00..	2:30:00	oewn-00465600-v
oewn-adduce-v	adduce	oewn-adduce__2.32.00..	2:32:00	oewn-01017875-v
oewn-adduct-v	adduct	oewn-adduct__2.35.00..	2:35:00	oewn-01451829-v
oewn-adhere-v	adhere	oewn-adhere__2.42.00..	2:42:00	oewn-02724053-v
oewn-adhere-v	adhere	oewn-adhere__2.30.00..	2:30:00	oewn-00487493-v
oewn-adhere-v	adhere	oewn-adhere__2.35.01..	2:35:01	oewn-01223449-v
oewn-adhere-v	adhere	oewn-adhere__2.42.02..	2:42:02	oewn-02644929-v
oewn-adhere-v	adhere	oewn-adhere__2.42.01..	2:42:01	oewn-02644714-v
oewn-adhere-v	adhere	oewn-adhere__2.35.00..	2:35:00	oewn-01359453-v
oewn-adjoin-v	adjoin	oewn-adjoin__2.35.02..	2:35:02	oewn-01469607-v
oewn-adjoin-v	adjoin	oewn-adjoin__2.35.03..	2:35:03	oewn-01208316-v
oewn-adjoin-v	adjoin	oewn-adjoin__2.30.01..	2:30:01	oewn-00183528-v
oewn-adjourn-v	adjourn	oewn-adjourn__2.30.00..	2:30:00	oewn-00364950-v
oewn-adjourn-v	adjourn	oewn-adjourn__2.41.00..	2:41:00	oewn-02433334-v
oewn-adjudge-v	adjudge	oewn-adjudge__2.32.00..	2:32:00	oewn-00824028-v
oewn-adjudicate-v	adjudicate	oewn-adjudicate__2.41.03..	2:41:03	oewn-02506927-v
oewn-adjudicate-v	adjudicate	oewn-adjudicate__2.31.00..	2:31:00	oewn-00700621-v
oewn-adjure-v	adjure	oewn-adjure__2.32.01..	2:32:01	oewn-00761702-v
